description,mcc,category_name,description,,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7393,"Dedektiflik ve Koruma Büroları, Zırhlı Araçlar, Güvenlik Hizmetleri ve Zırhlı Araçlar","Bu MCC altında sınıflandırılan i_yerleri güvenlik ekipman ve hizmetleri sunarlar. Zırhlı araçlar, güvenlik sistemleri(kurulum,bakım ve monitör edilmesi) , dedektiflik hizmeti, bekçi köpekleri ve yalan makineleri bu MCC altında sınıflandırılmaktadır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7394,"Ekipman, Alet, Mobilya, Cihaz Kiralama  ve Leasing","Bu MCC altında sınıflandırılan i_yerleri; ekipman, aletler, cihazlar ve daktilo haricindeki ofis ekipmanını kiralar ve leasing yapar. Daktilo kiralama hizmetleri için MCC 5978 kullanılmalıdır. ",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7395,Foto_raf  Laboratuarları ve Foto_raf  Banyosu,"Bu MCC altında sınıflandırılan i_yerleri; film banyo ederler, foto_raf baskıları ve büyütme i_leri yaparlar. Bu i_yerleri aynı zamanda özel büyütme ve foto_raf rötu_lama gibi uzmanlık hizmetleri de sunabilirler.. Bu MCC aynı zamanda yaygın ?1-saatte? foto_raf banyosu hizmeti sa_layan i_yerlerini de kapsar. Bu i_yerleri aynı zamanda, film, tripot, foto_raf albümü, yapı_tırma albümü, objektif filtresi ve resim çerçevesi gibi sınırlı miktarda ürün satabilirler.Asıl faaliyet konusu foto_raf ekipmanı ve malzemeleri satı_ı olan i_yerleri için MCC 5946 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7399,Di_er Ticari Faaliyetler  (Ba_ka yerde Sınıflandırılmayan),"BU MCC altında sınıflandırılan i_yerleri genellikle belirli bir uzmanlık alanında olmayan ticari hizmetler verirler. Bu MCC sadece ba_ka spesifik bir MCC, i_yerinin faaliyet alanını tanımlamadı_ında kullanılmaldır.Yayıncılık _irketleri, konferans yönetim _irketleri, toplantı  ve seminer planlama hizmeti veren firmalar, çilingirler, mektup ve paketleme hizmetleri, atık yönetimi gibi faaliyet alanlarını kapsamaktadır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7622,Elektronik Tamir Servisleri,"Bu MCC altında sınıflandırılan i_yerleri; radyo, televizyon, kasetçalar, CD'ler, alıcılar ve bilgisayar gibi elektronik tamiri yaparlar. Mikrodalga, tost makinesi gibi küçük e_yaların tamirini ypan i_yerleri için MCC 7629 kullanılmalıdır. Fırın, kurutucu, bula_ık makinesi ve buzdolabı gibi büyük e_yaların tamirini yapan i_yerleri  için MCC 7699 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7623,Klima ve Buzdolabı  Tamir Servisleri,"Bu MCC altında sınıflandırılan i_yerleri; ev ve ticari kullanımı olan havalandırma ve so_utma sistemlerinin servis ve tamirini yaparlar.Küçük ev aletlerinin servis ve bakımı yapan i_yerleri için MCC 7629, büyük ev aletlerinin servis ve tamirini yapan i_yerleri  için MCC 7699 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7629,Elektrikli ve Küçük Aletler Tamir Servisleri,"Bu MCC altında sınıflandırılan i_yerleri; ev ve ticari kullanımı olan mikrodalga, tost makinesi gibi küçük aletlerin yanı sıra daktilo hariç elektrikli ofis makinelerinin servis ve tamirini yaparlar. Daktilo tamiri yapan i_yerleri için MCC 5978, elektronik tamiri yapan i_yerleri için MCC 7622 ve büyük ev aletlerinin tamiri için MCC 7699 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7631,"Kol Saati, Saat ve Mücevher Tamiri","Bu MCC altında sınıflandırılan i_yerleri; tüm çe_it saatlerin ve mücevherlerin tamirini yaparlar.Öncelikle saat ve mücevher satı_ı yapan i_yerleri için MCC 5944 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7641,Mobilya Dö_eme ve Tamir,"Bu MCC altında sınıflandırılan i_yerleri; antikalar dahil olmak üzere mobilyaların tekrar kaplanması ve  tamirini yaparlar. Mobilya satan i_yerleri için MCC 5712 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7692,Kaynak Yapma Hizmetleri,"Bu MCC altında sınıflandırılan i_yerleri; kaynak ile tamir yaparlar. Yapı in_aatlarında kullanılan kaynak servisleri için MCC 1799 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7699,Muhtelif  Tamir Servisleri ve _lgili Hizmetler,"Bu MCC ; spesifik olarak di_er MCC'lerde sınıflandırılamayan tamir i_lerini yapan i_yerleri için kullanılır.Büyük ev aletleri(fırın, buzdolabı vs),  bisiklet ve spor aletleri, duyma cihazları, ortopedik cihazlar, müzik aletleri, çadırlar, kamera ve di_er foto_raf malzemeleri, çim biçme makinesi, bavul, deri malzemeler, yüzme havuzları, tra_ makinesi ve daktilo gibi makine/ürünlere verilen tamir hizmeti bu MCC'ye dahildir. Ayrıca kalorifer ve _ömine  temizli_i yapan firmalar da bu MCC'ye dahildir.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7829,Film ve Video Kaset Prodüksiyonu ve Da_ıtımı,"Bu MCC, sergi ve satı_ amaçlı  e_itici ve endüstriyel filmlerin toptan üreticisi / da_ıtıcısı olan i_yerleri için kullanılır.TV reklamları ve e_itici videolar bu kategoriye dahildir.Video Tape kiralayan i_yerleri için MCC 7841 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7832,Sinemalar,Bu MCC ; sinema (açık hava dahil) i_leten i_yerleri için kullanılır.Bu i_yerleri bilet ve içecek satarlar. Önceden telefonla rezervasyon hizmeti verebilirler.,,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7841,Video Kaset Kiralama Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri kaset ve disk formatında video filmi kiralar. Bu i_yerleri sınırlı sayıda kullanılmı_ video, içki, tatlı, aperatif ve bo_ kaset de satabilirler.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7911,"Dans Salonları, Stüdyolar ve Okullar","Bu MCC, dans stüdyosu, dans okulu,  balo salonu i_leten i_yerleri için kullanılır. Bu i_yerleri katılım ücreti ve  ders ücreti alırlar. ",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7922,Tiyatro Prodüktörleri (Film Hariç) ve Bilet Acentaları,"Bu MCC altında sınıflandırılan i_yerleri;  gezici tiyatrolar ve yaz tiyatroları gibi  canlı tiyatro temsilleri sergilerler. Bu temsillerle ve konserlerle  ba_lantılı cast ajansları, biletleme servisleri, ı_ıklandırma,di_er ekipman servisleri bu MCC'ye dahildir.Sinemalar için MCC 7832 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7929,Orkestralar ve Muhtelif E_lence Hizmetleri (Ba_ka _ekillerde Sınıflandırılmamı_),"Bu MCC altında sınıflandırılan i_yerleri; tiyatro prodüksiyonları dı_ında kalan e_lence ile ilgili hizmetleri sunarlar.Müzisyenler, orkestralar, komedyenler  ve sihirbazlar bu kategoriye dahildir.Müzik sa_layan i_yerleri(dü_ünlerde çalan canlı gruplar, disc jockeyler vs) bu gruba dahildir.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7932,Bilardo  Salonları,"Bu MCC altında sınıflandırılan i_yerleri;e_lence amaçlı bilardo masalarının kiralarlar. Jeton, oyun ve saat bazında kiralama yapabilirler.Dart gibi di_er oyunlar da bu kategoriye dahildirler.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7933,Bowling Merkezleri,"Bu MCC altında sınıflandırılan i_yerleri; ı olarak bowling(e_lence amaçlı) salonları i_letirler.Salon içerisindeki farklı kategoriler farklı MCCler ile yönetilmelidir.Örne_i salon içerisindeki restaurant için 5812, bar için 5813 MCCleri kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7941,"Profesyonel Spor Kulüpleri, Spor Alanları ve Spor Etkinlikleri","Bu MCC altında sınıflandırılan i_yerleri; yarı profesyonel veya profesyonel atletizm kulüplerini(futbol, basketbol vs gibi) i_letirler.Amatör ve profesyonel atletizm etkinliklerine destek verirler ve bireysel olarak atletleri idare ederler.Stadyum ve di_er spor alanları bu MCC'ye dahildir.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7991,Turistik Yerler ve Sergiler,"Bu MCC altında sınıflandırılan i_yerleri; fuar, botanik bahçe, el sanatı sergisi, müze ve _arapevlerine turistik geziler düzenlerler. Sanat galerilerine düzenlenen geziler için MCC 5971 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7992,Halka Açık Golf Sahaları,"Bu MCC altında sınıflandırılan i_yerleri; halka açık golf dersleri verirler. Önerilen hizmetler golf arabası ve ekipman kiralamasını içerebilir.Golf kurs alanında yer alan restaurant ve kafeler için MCC 5812, profesyonel  golf malzemeleri satı_ı için MCC 5941, golf klüpleri ve özel dersler için MCC 7997 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7994,Video Oyunu ve E_lence Merkezleri/Tesisleri,"Bu MCC altında sınıflandırılan i_yerleri; interaktif oyunlar ve e_lence makinelerini i_letirler.Video oyunları, tilt, paintball, lazer tag oyunlarını içerir.Bahis oynatan i_yerleri için 7995 MCC kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7996,"E_lence Parkları, Sirkler, Karnavallar ve Falcılar","Bu MCC ; e_lence parklarını i_leten, bu parklarda yer alan tüm aktivitelere katılım, yiyecek,oyunlar ve hayvan sergileri hizmetklerini sunan i_yerleridir.Sirkler, falcılar ve astrologlar bu MCC'ye dahildir. ",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7998,"Akvaryumlar, Deniz Havuzları,Yunus Havuzları","Bu MCC altında sınıflandırılan i_yerleri, halka e_lence ve e_itim amaçlı olarak hayvanat bahçesi ve deniz ya_am parkı i_letirler.Bu gibi tesislerin içerisinde yer alan restoran ve hediyelik e_ya ma_azaları ilgili kategoride sınıflandırılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,7999,E_lence Hizmetleri  (Ba_ka Yerde Sınıflandırılmayan,"Bu MCC altında sınıflandırılan i_yerleri, ba_ka bir MCC ile tanımlanamayan çok çe_itli dinlence ve e_lence hizmetlerini verirler. Tipik olarak, bu MCC altında sınıflandırılan i_yerleri, yüzme, minyatür golf oynama, kar kaya_ı, minyatür otomobil yarı_ı ve at sırtında gezme gibi ki_inin aktif fiziksel katılımını gerektiren hizmetler verirler. Genel kural olarak, bu i_yerleri kulüp olmayıp üyelik gerektirmezler. Üyelik gerektiren özel spor ve e_lence kulüpleri için  MCC 7997, tekne kiralama için MCC 4457 , halka açık golf kursları için MCC 7992 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,8111,Hukuki __lemler ve Avukatlar,"Bu MCC altında sınıflandırılan i_yerlerinin ba_ında hukukçular bulunur ve bu i_yerleri hukuk danı_manlı_ı ve hizmetleri verir. Bu i_yerleri, bo_anma veya iflas gibi hukuk davalarından birinde uzmanla_mı_ olabilecekleri gibi kapsamlı bir hukuk hizmeti de verebilirler.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,8351,Çocuk Bakım Hizmetleri,"Bu MCC altında sınıflandırılan i_yerleri, bebek ve çocuk bakım hizmeti verirler. Genel olarak, bu i_yerleri ana okulu öncesi veya okul öncesi ya_taki çocuklara bakım hizmeti vermenin yanı sıra daha büyük ya_taki çocuklara da bakım hizmeti verirler. Bu i_yerleri çocuklara yönelik e_itim programları sa_layabilir veya sa_lamayabilirler. Bu MCC dadılık hizmetleri ve kre_leri kapsar.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,8734,Test Laboratuarları (Tıbbi Olmayan Testler),"Bu MCC altında sınıflandırılan i_yerleri, di_er sektörlere test hizmetleri verirler. Bu i_yerleri araç testi, kalibrasyon ve sertifikasyon, yiyecek testi, adli test, ürün ve kirlenme testi, endüstriyel X-ı_ını kontrol hizmetleri verebilirler. Tıbbi alandaki klinik laboratuar testleri için MCC 8071 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,8911,"Mimarlık, Mühendislik ve Kadastro  Hizmetleri","Bu MCC altında sınıflandırılan i_yerleri profesyonel mimarlık, mühendislik, kadastro, deniz ve hava haritacılı_ı hizmetleri verirler. Bu MCC ev ve bina tasarımcıları, gemi, tekne, makine mühendisleri, tasarımcıları ve mimar mühendisleri kapsar.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,8931,"Muhasebe, Denetim ve Defter Tutma Hizmetleri","Bu MCC altında sınıflandırılan i_yerleri muhasebe, defter tutma, fatura çıkarma ve maa_ bordrosu hizmetleri ve di_er ilgili denetçilik hizmetleri verirler. Bu MCC muhasebe büroları ve yeminli mali mü_avirleri kapsar. Bu i_yerleri, muhasebe ve denetçilik hizmetlerinin yanı sıra aynı zamanda gelir vergisi düzenleme hizmetleri de verebilirler. __yeri aynı zamanda muhasebe, denetçilik ve defter tutma hizmetleri vermeksizin gelir vergisi düzenleme hizmetleri veriyorsa MCC 7276 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,8999,Profesyonel Hizmetler (Ba_ka Yerde Sınıflandırılmayan),"Bu MCC altında sınıflandırılan i_yerleri, geni_ çapta uzmanlık hizmetleri veren ve genellikle üst düzeyde veya uzmanlık e_itimi almı_ personel çalı_tıran geleneksel mesleklerdir. Bu MCC, ancak i_yerinin faaliyeti di_er MCC'ler içerisinde tanımlanamadı_ında kullanılmalıdır. Mortgage aracıları, ara_tırma firmaları, finansal planlamacılar, grafik tasarımcıları, misafir e_itmen ve konu_macılar,  mahkeme stenografları  ve açık arttırma yapan i_yerleri bu MCC altında yer almaktadır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,9211,Mahkeme Masrafları - Nafaka ve Çocuk Yardımı,"Mahkemeler tarafından uygulanan ve i_leme alınan nafaka ödemeleri, çocuk yardımı ödemeleri ve mahkeme masraflarını kapsar. Mahkemelerle ilgili para cezalarını i_leme koyan i_yerleri için MCC 9222 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,9222,Para Cezaları,"Bu MCC altında kamu kurumları tarafından verilen ve uygulanan para cezaları, trafik cezaları ve mülkiyet ile ilgili cezaları kapsar.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,9223,Kefalet ve Senet Ödemeleri,"Bu MCC altında sınıflandırılan i_yerleri, itham edilen _ahsın duru_maya katılaca_ına teminat olarak  mahkemeye kefalet öder",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,9311,Vergi Ödemeleri,"Bu MCC (yerel ve ulusal kurumlar) maliye ve vergilendirme ile ilgili olarak vergi toplama, cezaların tahsili, yedieminlikler için kullanılır. Gayrımenkul vergi mü_avirleri,  gümrük büroları ve ülke vergi komisyonlarını kapsar.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,9399,Kamu  Hizmetleri  (Ba_ka Yerde Sınıflandırılmayan),"Bu MCC altında sınıflandırılan i_yerleri, kamu kurumlarına personel, denetim, tedarik,  bina yönetimi gibi ba_a MCC'ler altında tanımlanamayan genel destek hizmetleri sa_larlar. _nsan hakları komisyonu, sayı_tay , polis, itfaiye ve di_er motorlu araç departmanları, _ehir parkları gibi  örnekler bu MCC altında de_erlendirilir. Hükümet içi transfer i_lemleri için MCC 9405 kullanılmalıdır. Devlet üniversiteleri ve okulları için MCC 8220 kullanılmalıdır. Devlete ürün ve hizmet satan i_yerleri için, sattıkları ürüne göre uygun MCC kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,9402,Posta Hizmetleri  - Sadece Devlet Yönetimindeki,"Bu MCC,  devlete ait posta servisini ve _ubelerini  içerir. Paketlerin kabulü ve gönderimi, mektup gönderimi, pul satı_ı ve ekspres posta servisini içerir. Belirtilen i_lemleri yapan özel firmalar için MCC 7399 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 16 - H_ZMET SEKTÖRLER_,9405,Kamu __lemleri,"Bu MCC, devlet daireleri arasındaki transferleri içerir.",,,,,,,,,,,,,,,,,,,,,,
 17 - S_GORTA,5960,Do_rudan  Pazarlama- Sigorta Hizmetleri,"Bu MCC altında sınıflandırılan i_yerleri, ücretsiz telefon hattı ya da potansiyel mü_terilerin cevap yazabilece_i adresler içeren do_rudan posta, fatura hesap özeti ekleri, dergi ya da televizyon reklamları aracılı_ı ile sigorta hizmetleri sunarlar. Sunulan hizmetler hayat sigortası, hastane teminatları sigortası (do_rudan mü_teriye ödenen ek sigorta miktarı), kaza sonucu ölüm ve sakatlık sigortası, kart sahibinin ölümü, sakatlı_ı ve i_siz kalması durumunda ödenmemi_ bakiyenin sigortalandı_ı kredi kartı sigortaları ve seyahat edenler için tıbbı sigorta olmak üzere her türlü sigortayı kapsayabilir.Sigorta hizmetleri gaziler, emekliler, okul ö_retmenleri, belirli organizasyon üyeleri ve banka kartı mü_terileri gibi çe_itli gruplara yönelik olabilir.Sigorta primlerinin faturalanması genellikle periyodik taksitler halinde (aylık, üç aylık ya da yıllık) olur ve kart sahibi ya da sigorta _irketinin iptaline kadar devam eder. Di_er yaygın bir özellik ise 60 ile 90 gün arası bir ücretsiz deneme süresinin ardından faturalamanın ilk taksiti ba_lar.Sigorta satı_ ve sigortalama hizmetlerinden yukarıda bahsedilen do_rudan pazarlama yöntemiyle satılmayanları bu kategori ba_lı_ı altında sınıflandırılmamalıdır. Yüz yüze sigorta satı_ları yapan i_yerleri için MCC 6300 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 17 - S_GORTA,6300,"Sigorta Satı_ı, Sigortalama ve Primler","Bu MCC altında sınıflandırılan i_yerleri her tür ki_isel veya i_ sigorta poliçelerini satarlar. Bu MCC, araç, ya_am, sa_lık, hastane ve di_ sigortası, ev sahipleri ve kiracılar sigortası, gayrimenkul mülkiyet sigortası, evcil hayvan sa_lık sigortası ve sel, yangın veya deprem sigortası türlerine ili_kin hizmet veren i_yerlerini kapsar.Do_rudan pazarlama yoluyla sigorta ürünleri ve hizmetleri satan i_yerleri için MCC 5960 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 17 - S_GORTA,6381,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 17 - S_GORTA,6399,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
" 18 - YAPI MALZEMELER_, HIRDAVAT, NALBUR_YE",5039,_n_aat Malzemeleri (Ba_ka Yerde Sınıflandırılmayan),"Bu MCC altında sınıflandırılan i_yerleri prefabrik binalar, kereste ve cam gibi in_aat malzemelerinin toptan distribütörleridir. Bu MCC'ye mimari metal i_ler, tente, çit ve aksesuarlar, metal yapılar ve fosseptik toptancıları da dahildir. Bu toptancılar boya ve boya malzemeleri satabilir veya satmayabilir. Esas i_i boya veya boya malzemesi satı_ı olan i_yerleri için MCC 5198,   in_aat projelerinde kullanılan ekipmanın satıcıları ve distribütörleri için  ise MCC 5046 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
" 18 - YAPI MALZEMELER_, HIRDAVAT, NALBUR_YE",5072,"Hırdavat, Ekipman ve Malzemeler","Bu MCC altında sınıflandırılan i_yerleri cıvata, somun, perçin, vida, tespit parçası, el aletleri, kilitler, pullar, küçük çivi, zımba teli, çivi, el testeresi, testere bıça_ı ve elektrikli el aletleri gibi genel hırdavat toptan satı_ distribütörleridir. Perakende hırdavat satı_ı yapan i_yerleri MCC 5251 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
" 18 - YAPI MALZEMELER_, HIRDAVAT, NALBUR_YE",5074,Boru Tesisatı ve Isınma Teçhizatlerı Gereçleri,"Bu MCC altında sınıflandırılan i_yerleri hidrolik su tesisatı, ısıtma ekipmanı ve malzemeleri toptan satı_ distribütörleridir. Bu i_yerleri valf, ba_lantı sistemi, ba_lantı parçaları, konvektörler, kazanlar, pirinç malzemeler, kalorifer kazanları, prefabrik _ömineler, radyatörler ve parçalar, güne_ enerjisi ısıtma panelleri ve ekipmanı ve su ısıtıcıları toptancılarıdır. Ticari so_utma ekipmanı ve gereçlerinin veya elektrikli ya da gazlı ocak ve ticari fırın gibi cihazların satı_ını yapan toptancılar için MCC 5046  kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
" 18 - YAPI MALZEMELER_, HIRDAVAT, NALBUR_YE",5085,Endüstiriyel Gereçler  (Ba_ka Yerde Sınıflandırılmayan),"Bu MCC altında sınıflandırılan i_yerleri zımpara, rulman, kutu, teneke kutu, eski araba, tapa, conta, rondela, hidrolik valf, hortum, piston, zincir di_li, varil, _i_e (cam veya plastik), endüstriyel ba_lantı parçaları, halat takımı, sicim ve halat, yazıcı mürekkebi, elmastra_ ekipmanı, deri kayı_, de_irmen malzemeleri, kova, kauçuk ürünler, tekstil yazıcıları ürünleri ve çelik davlumbaz gibi di_er MCC'ler altında sınıflandırılamayan  endüstriyel ürünlerin toptan satı_ distribütörleridir. ",,,,,,,,,,,,,,,,,,,,,,
" 18 - YAPI MALZEMELER_, HIRDAVAT, NALBUR_YE",5198,"Boya, Vernik ve Malzemeler","Bu MCC altında sınıflandırılan i_ yerleri boya, vernik, duvar ka_ıtları ve malzemelerinin toptan satı_ distribütörleridir. Bu MCC boya ve boya maddesi, emaye, lake, boya fırçası, zımpara, toz ka_ıdı, cila, silindir ve sprey toptan satıcılarını kapsar.  Bu ürünlerin perakende satı_ını yapan i_yerleri için MCC 5231 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
" 18 - YAPI MALZEMELER_, HIRDAVAT, NALBUR_YE",5200,Ev E_yaları Ma_azaları,"Bu MCC altında sınıflandırılan i_ yerleri geni_ bir yelpazede ev ürün ve malzemeleri satarlar. Bu ürünler duvar ka_ıtları, boya, bahçe gereçleri , elektrik ve ı_ıklandırma ekipman/malzemeleri, ev dekorasyon malzemelerini içerir. Bu i_yerleri dolap, kapı ve lavabo gibi bitmi_ ürünler satabilecekleri gibi mü_teri tarafından yapılacak _ekilde setler de satabilirler.",,,,,,,,,,,,,,,,,,,,,,
" 18 - YAPI MALZEMELER_, HIRDAVAT, NALBUR_YE",5211,Kereste ve _n_aat Malzemeleri Dükkanları,"Bu MCC altında sınıflandırılan i_ yerleri: kereste, i_lenmemi_ ah_ap ürünleri, beton, kum, çakıl, genel yapı veya elektrik malzemeleri, tu_la, duvar malzemeleri, boru, fiberglas, bahçe topra_ı satıcılarıdır.   Bu ürünleri tüm halka satan büyük ma_aza ve indirim ma_azaları zincirleri için MCC 5200, müteahhitler için ise uygun MCC seçilerek kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
" 18 - YAPI MALZEMELER_, HIRDAVAT, NALBUR_YE",5231,"Cam, Boya ve Duvar Ka_ıdı Ma_azaları","Bu MCC altında sınıflandırılan i_ yerleri cam, boya ve boyama malzemeleri, duvar kaplamaları ve asma malzemeleri,ve di_er duvar kaplama malzemelerini perakende olarak satarlar. Boya malzemelerinin toptan satıcıları için MCC 5198 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
" 18 - YAPI MALZEMELER_, HIRDAVAT, NALBUR_YE",5251,Hırdavatçılar,"Bu MCC altında sınıflandırılan i_ yerleri çok çe_itli hırdavat ürünlerinin satı_ını yaparlar. Küçük elektrik malzemeleri, kablolar, tornavidalar, teller, vida, cıvata, çekiç ve di_er küçük aletler, anahtarlar, ampuller, su tesisatı malzemeleri gibi hırdavat ürünlerinin tam kapsamlı satı_ını yaparlar. Bu ürünleri satan büyük ma_aza ve indirim ma_azaları zincirleri için MCC 5200  kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 19 - DO_RUDAN PAZARLAMA,5962,Do_rudan  Pazarlama-Seyahatle  _lgili Hizmetler,"Bu MCC altında sınıflandırılan i_yerleri, outbound call?lar yaparak mü_terilerle do_rudan temas kurar ve satı_ yapar. Bu i_yerleri, aynı zamanda olası mü_terileri i_yerini aramaya te_vik etmek veya talepte bulunmak üzere kartpostal veya mektup gibi do_rudan posta araçlarını da kullanabilirler. Alternatif olarak, bu kategoride yer alan i_yerleri hizmetlerini posta, dergi ve televizyon reklamları , ya da ücretsiz telefon hattı veya olası mü_terilerin cevap yazabilece_i adresleri içeren do_rudan pazarlama yöntemleriyle de hizmetlerini sunabilirler.Seyahatle _lgili hizmetler de aynı zamanda indirimli seyahat klüpleri, seyahat hizmetlerine abonelik ve / veya önceden hazırlanmı_ seyahat paketlerinden abonelerin seçebilece_i seyahatle _lgili haber mektuplarını kapsayabilir. _ndirimli seyahat klüpleri ve abonelik servisleri genellikle kart sahibi ve ya i_yeri tarafından bir iptal gerçekle_ene kadar her yıl kart sahibinin hesabından faturalanan yıllık abonelik bedelini talep ederler.Seyahat acenteleri ve tur operatörleri için MCC 4722 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 19 - DO_RUDAN PAZARLAMA,5963,Kapıdan Kapıya Satı_,"Bu MCC altında sınıflandırılan i_yerleri kapı kapı dola_arak mal satarlar. Bu MCC kozmetik, ev e_yaları, pastane ürünleri, süt ürünleri ve dergi abonelikleri satı_ları gibi çe_itli ürünlerin satı_ını yapan i_yerlerini kapsar.",,,,,,,,,,,,,,,,,,,,,,
